,GISJOIN,Accessories,Active Life,American (New),American (Traditional),Apartments,Appliances,Appliances & Repair,Arts & Crafts,Arts & Entertainment,Asian Fusion,Auto Detailing,Auto Glass Services,Auto Parts & Supplies,Auto Repair,Automotive,Bagels,Bakeries,Banks & Credit Unions,Barbeque,Barbers,Bars,Beauty & Spas,"Beer, Wine & Spirits",Bikes,Body Shops,"Books, Mags, Music & Video",Bookstores,Breakfast & Brunch,Buffets,Burgers,Cafes,Car Dealers,Car Rental,Car Wash,Carpet Cleaning,Caterers,Chicken Wings,Chinese,Chiropractors,Churches,Cinema,Coffee & Tea,Contractors,Convenience Stores,Cosmetic Dentists,Cosmetics & Beauty Supply,Day Spas,Delis,Dentists,Department Stores,Desserts,Diners,Discount Store,Dive Bars,Doctors,Donuts,Drugstores,Dry Cleaning & Laundry,Education,Electronics,Ethnic Food,Event Planning & Services,Eyelash Service,Eyewear & Opticians,Family Practice,Fashion,Fast Food,Financial Services,Fitness & Instruction,Florists,Flowers & Gifts,Food,Furniture Stores,Gas & Service Stations,General Dentistry,Gluten-Free,Golf,Greek,Grocery,Gyms,Hair Removal,Hair Salons,Hair Stylists,Hardware Stores,Health & Medical,Health Markets,Heating & Air Conditioning/HVAC,Hobby Shops,Home & Garden,Home Cleaning,Home Decor,Home Services,Hot Dogs,Hotels,Hotels & Travel,IT Services & Computer Repair,Ice Cream & Frozen Yogurt,Indian,Insurance,Italian,Japanese,Jewelry,Juice Bars & Smoothies,Landscaping,Latin American,Local Services,Lounges,Makeup Artists,Massage,Massage Therapy,Medical Centers,Mediterranean,Men's Clothing,Mexican,Middle Eastern,Mobile Phones,Movers,Music Venues,Nail Salons,Nightlife,Notaries,Nurseries & Gardening,Oil Change Stations,Optometrists,Parks,Party & Event Planning,Performing Arts,Pet Boarding/Pet Sitting,Pet Groomers,Pet Services,Pet Stores,Pet Training,Pets,Photographers,Pizza,Plumbing,Printing Services,Professional Services,Public Services & Government,Pubs,Real Estate,Real Estate Services,Religious Organizations,Restaurants,Salad,Sandwiches,Seafood,Self Storage,Sewing & Alterations,Shipping Centers,Shoe Stores,Shopping,Skin Care,Southern,Specialty Food,Specialty Schools,Sporting Goods,Sports Bars,Sports Wear,Steakhouses,Sushi Bars,Tanning,Tattoo,Tex-Mex,Thai,Thrift Stores,Tires,Tobacco Shops,Toy Stores,Trainers,Transportation,Urgent Care,"Used, Vintage & Consignment",Vape Shops,Vegetarian,Venues & Event Spaces,Veterinarians,Vietnamese,Wine Bars,Women's Clothing,Yoga
1681,G4200030151600,,,3.94252873563,3.90322580645,,,,,,,,,,4.53333333333,4.35294117647,,,,,,3.9347826087,3.83333333333,,,4.22222222222,,,3.4,,,,,,3.0,,4.55421686747,,,,3.33333333333,,,,,,,,4.55421686747,,,,,,3.8,,,,,,,,4.55421686747,,,,,,,,,,4.71428571429,,,,,,,,,3.6,3.83333333333,,,,,,,,,,,,,,5.0,,,,3.93181818182,,,,,,5.0,,,,,,,,,,,,,,3.9347826087,,,,,,,,,,,,,,,4.2,,,,,,,,3.33333333333,4.12454212454,,,,,,,,5.0,,,,,,3.94252873563,,,,,,,,,,,,,,,,,,,,,,,
1682,G4200030151700,,,,,,,,,,,,,,4.32258064516,4.06976744186,,,,,,4.66666666667,3.8,,,,,,,,,,,,,,,,2.9387755102,4.0,,,,,,,,,3.54545454545,,,,3.54545454545,,,,,4.5,,,,,,,5.0,,,,,,,,3.13793103448,,3.41666666667,,,,,3.0,,,,,,4.5,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,3.56666666667,4.66666666667,,,4.32258064516,5.0,,,,,,3.85714285714,,,3.85714285714,,3.68181818182,,,,,,,,,3.21951219512,,,,,,,,4.58333333333,4.5,,,,,,,,,,,,,,4.32258064516,,,,,,,,,,3.85714285714,,,,
1683,G4200030160800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33333333333,,,,,
1684,G4200030160900,3.38888888889,3.28571428571,3.76068376068,3.53014184397,3.0,,,,3.86956521739,3.52325581395,,,,2.33333333333,2.33333333333,,3.7,4.5,3.42857142857,,3.73323170732,3.40625,3.75,3.76923076923,,,,3.859375,,2.28571428571,3.84615384615,,,,,,3.8,,,,3.86956521739,4.16339869281,,2.0,,,,,,,3.87441860465,4.06779661017,4.57142857143,3.85714285714,5.0,,,,,,,3.85416666667,,,,3.58974358974,4.0,4.8,3.12,,,3.833984375,4.0,,,,,3.5,4.57142857143,3.12,,,,,3.875,,,,3.75,,3.5,3.5,,3.85416666667,3.85416666667,,4.30769230769,,,3.76923076923,,2.0,4.2,,,,3.86206896552,,,,,3.5,3.6,3.5530726257,2.86666666667,,,,,3.73323170732,,,,3.5,,,,,,,,,,,3.94736842105,,,5.0,4.16666666667,3.74803149606,3.0,,,3.58529945554,4.01041666667,3.66666666667,2.91525423729,,,,3.5,3.61261261261,,,,,3.76923076923,3.28571428571,3.76923076923,,3.94936708861,3.0,3.48148148148,,3.4375,3.61538461538,,,,2.7619047619,,,3.61538461538,,3.5303514377,,,,2.84,3.42857142857,
1685,G4200030170200,4.04,4.47916666667,3.54893617021,3.99858956276,,,,,4.09523809524,3.8275862069,,,4.5,,3.4,3.5,4.52857142857,1.75,,4.77777777778,3.81196581197,4.32773109244,3.55,,3.66666666667,3.93333333333,4.0,3.7247706422,,3.71573604061,4.08955223881,,,2.5,,,2.3,3.0,,,,3.92753623188,,3.5,,,4.66666666667,4.20634920635,2.33333333333,,4.23913043478,3.2962962963,,3.83333333333,,,,,4.0,2.66666666667,,3.74074074074,5.0,4.42857142857,,4.12727272727,2.41666666667,1.75,4.47368421053,3.0,3.0,4.05789473684,4.5,1.0,2.33333333333,,,3.78145695364,2.4,4.625,4.66666666667,4.59459459459,,3.25,3.8,,,,3.66666666667,,,1.66666666667,4.66666666667,3.15384615385,3.15384615385,,4.19607843137,,,3.76646706587,3.03012048193,4.0,4.6,,4.0,4.38235294118,3.32386363636,,4.66666666667,,,3.88695652174,4.0,3.6783625731,,,,4.1359223301,2.89473684211,3.81256544503,,,,4.42857142857,4.4,4.75,4.08823529412,,,,,,,,3.52150537634,,3.66666666667,,4.4,4.3,1.66666666667,1.66666666667,,3.799031477,3.92307692308,3.89162561576,,5.0,,,,3.91803278689,,3.16666666667,4.5,4.0,2.33333333333,4.66666666667,,2.45454545455,3.03012048193,4.75,4.41176470588,,3.96551724138,2.9,3.09090909091,4.25,,,,,4.16666666667,,3.8,3.66,,,,4.25,4.75
1686,G4200030170600,,,3.55555555556,,,,,,4.11111111111,,,,,,,,,,,,3.66666666667,,,,,4.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,3.9375,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66666666667,,,,,,,,,,,,,,,,,,,,,,,,3.55555555556,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,G4200030180300,,4.42857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50746268657,,,,,,,,,,,,,,,,,,,,,,,,,4.42857142857,,,,,,,,,,3.83333333333,,,,,,,,,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,G4200030180700,,,,,,,,,,,,,,,,,,,,,,3.14285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14285714286,,,,,,,,,,,,,,,,,,,
1689,G4200030190300,,,4.12820512821,3.2380952381,,,,,,,,,,,,,,,,,3.73958333333,,,,,,,,,,4.25,,,,,,4.12820512821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27272727273,,,,,,,,,,,,,,,,,,,,3.73958333333,,,,,,,,,,,,,,,,,,,,4.12820512821,,,,3.40182648402,,4.25,3.33333333333,,,,,,,,,,,,,3.21739130435,,,,,,,,,,,,,,,,,,,3.47368421053,,
1690,G4200030191100,,,3.77037037037,2.23529411765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54545454545,,,,,3.94178082192,,,4.08917197452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,G4200030191400,,,3.66666666667,3.75229357798,,,,,,,,,,,,,4.42105263158,,,,3.70048309179,,3.33333333333,,,,,4.0,,3.66666666667,,,,,,3.6,,1.88888888889,,,,2.94117647059,,,,,,,,,,4.0,,,,,,,,,,3.6,,,,,,,,3.5,3.5,3.28787878788,,,,,,,1.57142857143,,,,,,,,,,,,,,3.88571428571,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,3.70048309179,,,,,,,,,,,,,,,3.5,,,,,3.75229357798,,,,3.7520661157,,,,,,,,3.5,,,,,,3.66666666667,,,,,,,,,,,,,,,,,,,,,,,
1692,G4200030191500,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71929824561,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,3.73333333333,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
1693,G4200030191600,,,,,,,,,,,,,,,,,,,,,3.625,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85714285714,,,,,,,3.27272727273,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,4.55555555556,,,,,,,,,4.55555555556,,,,,,3.625,,,,,,,,,,,,,,,3.68493150685,,,,,,,,,3.76666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,G4200030191700,,3.0,,,,,,,,,,,,,3.76923076923,,4.25,,,3.33333333333,,3.33333333333,3.0,,,,,,,,,3.76923076923,,,,,,,,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,3.71428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31914893617,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,4.31914893617,,,,,,,,,4.31914893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,G4200030191800,,,,3.90909090909,,,4.2,,,,,,,,,,4.23076923077,,4.38461538462,,3.76923076923,,,,,,,,,,,,,,,,,3.6,,,,4.41379310345,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,4.26315789474,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16129032258,,,,,,4.2,,,,,,,,4.65625,,,,,,3.76923076923,,,,,,,,,,,,,,,3.1875,,,,,3.90909090909,,,,4.33014354067,,4.41379310345,,,,,,,,,3.875,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,G4200030191900,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71428571429,,,,,,4.42857142857,,,,,,,,,,,,,,,3.0,,,,4.71428571429,,,3.66666666667,,,,,,,,,,,,,,,3.66666666667,,,,,,,,,,,,,,,,,,,,3.66666666667,,,,,,,,,3.91891891892,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
1697,G4200030192000,,,4.69230769231,,,,,,,3.53333333333,,,5.0,5.0,3.72727272727,,,,3.70833333333,,2.28571428571,,,,,,,,,2.21428571429,,3.25,,,,,2.28571428571,,,,,,,,,,,,,,,,,2.28571428571,,,,4.4,,,,4.0,,,,,2.14285714286,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,3.55172413793,,,,,,4.4,,,,,,,,4.14141414141,,,,,,2.28571428571,,,,,,4.0,,,,,,,,,4.15384615385,4.0,,,,,,,,3.94537815126,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,G4200030202300,,,3.68181818182,3.4,,,,,,,4.0,,,4.5,3.42857142857,,,,4.32142857143,2.0,,2.83333333333,2.33333333333,,,,,,,4.16666666667,4.16666666667,,,2.16666666667,,4.35483870968,,,,,,2.8,,,,,,,,,,,,,,,,2.2,,,,3.69387755102,,,,,2.5,,,,,3.3,,,,,,,3.84615384615,,,3.25,,,,,,,,,,1.0,,2.55555555556,2.55555555556,,,3.13953488372,,4.5,,,,,,2.71428571429,,,,,,,,,,,,,,,,,3.90909090909,,,4.66666666667,,,,,,,,,4.08333333333,,4.0,,,,,,,3.49685534591,,3.7,,,,,,3.0,,,3.5,,,,,,,,,,,,4.5,,,,,,,,,,,,,,
1699,G4200030210700,,,4.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33333333333,,,,,,,,,,,,,,,,,,,,,,,3.34615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34615384615,,,,,,,,,,
1700,G4200030220600,,4.66666666667,4.21052631579,4.25,,,,,,,,,,,,,,,3.9,,4.35416666667,5.0,4.16666666667,,,,,,,,,,,,,,3.8,,,,,,,,,,,4.66666666667,,,,,,,,,,,,,,4.33333333333,5.0,,,,,5.0,,,,4.5,,,,,,,4.75,,,5.0,,,,,,,,,,,4.5,4.33333333333,4.33333333333,,,,,3.33333333333,,,,,,,,,,,,,,3.87272727273,,,,,5.0,4.35416666667,,,,,,,,,,,,,,,3.5,,,5.0,,4.35416666667,,,,4.03448275862,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,G4200030240600,,3.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16666666667,,,3.33333333333,,,,,,,,3.375,,,,,,,,,,,,,,3.43434343434,,,,,,,,,,3.43434343434,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16666666667,,,,,,,,3.33333333333,3.25165562914,,,2.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43434343434,,,,,
1702,G4200030241200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42857142857,,,,,,,,,3.42857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,G4200030250300,,,4.5,,,,,,4.13131313131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06896551724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06896551724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,4.13131313131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,G4200030250700,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
1705,G4200030250900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,G4200030260200,,,,,,,,,,,,,,,,,3.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66666666667,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33333333333,,,,,,4.0,,,2.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,G4200030260700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,G4200030261400,,,,,,,,,,,,,,,,,4.45454545455,,,,,,,,,,,,,,,,,,,,,,,,,3.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17647058824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45454545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,G4200030261500,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,G4200030262000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
1711,G4200030270100,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,4.05263157895,,,,,,,1.33333333333,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77777777778,,,,,,,,,3.33333333333,,4.3,3.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
1712,G4200030270300,,,,,,,,,,,,,,,,,,,,,2.83333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,G4200030270400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57142857143,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,G4200030270800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16666666667,,,,,,,,,3.16666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,G4200030271500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,5.0,,5.0,,3.5,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,G4200030281400,,,,,,,,,,,,,,,,,4.57142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57142857143,,,,,,,,,,,,,,,,4.57142857143,,,,,,,,,,,,,,,,,5.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,G4200030281500,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,G4200030290100,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,3.0,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,2.66666666667,,,,,,,,,,,,,,3.66666666667,,2.75,,,,,,,,,2.85714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66666666667,,,,
1719,G4200030290200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,G4200030290400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,4.875,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.875,,,,,,,,,,,,,,,,,,,,4.875,,,,,,,,,4.52,,5.0,1.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,G4200030300100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,G4200030320400,,,,3.88888888889,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,G4200030320600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,G4200030320700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83333333333,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33333333333,,,,,,,,,3.58333333333,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1725,G4200030420000,,5.0,,2.66666666667,,,,,4.5,,,,,,3.66666666667,,,,,4.2,2.66666666667,4.2,,,,,,,,,,3.66666666667,,,,,,,,,,4.41666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,4.41666666667,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66666666667,,,,,,,,,,,4.5,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.66666666667,,,,,,,,4.6,,,,,4.33333333333,,,,,,,,,,,4.75,,5.0,,,,,,,,,,,
1726,G4200030421100,,3.5,,3.54166666667,,,,,,3.51219512195,,,,,4.4,,,,,,3.36363636364,3.44444444444,3.5,,,,,,,,4.3,,,,,,,3.49230769231,,,,3.41666666667,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,3.64,,4.4,,,,,,3.5,,,,,,,,,,,,,,,,,,,,3.5,,,,,,5.0,,,,,,,,3.22727272727,,,,,3.44444444444,3.36363636364,,,,,,,,,,,,,3.9,,2.6,,,1.0,,,,,,3.48648648649,,,3.5,,,,,3.0,,,,,,,,3.5,3.45833333333,,,,,,,,,3.5,,,,,,,3.9,,,,
1727,G4200030423000,,4.6,3.34426229508,,,,,,,,,,,,,,4.26666666667,,,,3.0,5.0,,,,,,3.17073170732,,3.0,,,,,,,,,,,,4.09090909091,,,5.0,,,3.0,5.0,,4.26666666667,3.13043478261,,,,,,,,,,,,,,,,,4.6,,,4.275,2.88888888889,,5.0,,,,4.42857142857,,,5.0,,,5.0,,,,2.88888888889,,,,,,,,,,,,,,,,,,,,5.0,,,3.29545454545,,,,,,,,3.0,,,,,,,,,,,,,,,4.66666666667,,,,,,,,,3.42948717949,,,3.29545454545,,,,,2.88888888889,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
1728,G4200030424000,,,4.5,2.2,,,,,,,,,,5.0,5.0,,3.66666666667,,,,2.2,,,,,,,3.9696969697,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66666666667,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.46428571429,,,,,,,,,,,,4.33333333333,,,,,,,,2.2,,,,,,,,,,,,,,,4.11111111111,,,,,,,,,3.96363636364,,4.4,,,,,,,,,,,,2.2,,,,,,,,,5.0,,,,,,,,,,,,,,
1729,G4200030425000,,,,4.86363636364,,,,,4.04545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04545454545,,,,,,,,4.0,,,,,,,,,4.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
